0,1,200
1,1,300
2,1,140
3,1,0
4,1,0
5,1,140
6,1,140
7,1,0
8,1,0
9,1,0
10,1,100
11,1,0
12,1,200
13,1,0
14,1,0
15,1,0
16,1,140
17,1,140
18,1,140
19,1,300
20,1,0
21,1,140
22,1,140
23,1,0
24,1,200
25,1,140
26,1,0
27,1,0
28,1,0
29,1,0
30,1,0
31,1,300
32,1,140
33,1,0
34,1,0
35,1,140
36,1,0
37,1,200
38,1,0
39,1,640
40,1,0
41,1,0
42,1,0
43,1,200
44,1,0
45,1,0
46,1,0
47,1,0
48,1,140
49,1,0
50,1,200
51,1,140
52,1,0
53,1,0
54,1,300
55,1,0
56,1,140
57,1,0
58,1,140
59,1,0
60,1,0
61,1,140
62,1,200
63,1,140
64,1,140
65,1,140
66,1,200
67,1,200
68,1,140
69,1,0
70,1,140
71,1,200
72,1,140
73,1,0
74,1,0
75,1,240
76,1,0
77,1,0
78,1,140
79,1,0
80,1,0
81,1,140
82,1,140
83,1,0
84,1,0
85,1,140
86,1,140
87,1,140
88,1,200
89,1,200
90,1,0
91,1,0
92,1,0
93,1,0
94,1,200
95,1,140
96,1,0
97,1,0
98,1,140
99,1,200
100,1,140
101,1,140
102,1,200
103,1,140
104,1,140
105,1,0
106,1,200
107,1,0
108,1,140
109,1,140
110,1,0
111,1,0
112,1,0
113,1,0
114,1,0
115,1,200
116,1,0
117,1,200
118,1,0
119,1,0
120,1,200
121,1,0
122,1,0
123,1,140
124,1,140
125,1,140
126,1,140
127,1,140
128,1,200
129,1,0
130,1,140
131,1,0
132,1,200
133,1,0
134,1,0
135,1,0
136,1,0
137,1,200
138,1,0
139,1,300
140,1,140
141,1,300
142,1,0
143,1,200
144,1,0
145,1,140
146,1,140
147,1,0
148,1,200
149,1,140
150,1,200
151,1,140
152,1,0
153,1,0
154,1,200
155,1,140
156,1,0
157,1,140
158,1,140
159,1,140
160,1,140
161,1,0
162,1,240
163,1,0
164,1,140
165,1,0
166,1,0
167,1,140
168,1,0
169,1,200
170,1,140
171,1,0
172,1,0
173,1,140
174,1,0
175,1,140
176,1,0
177,1,0
178,1,140
179,1,140
180,1,200
181,1,0
182,1,140
183,1,0
184,1,0
185,1,140
186,1,0
187,1,140
188,1,140
189,1,0
190,1,200
191,1,0
192,1,0
193,1,140
194,1,0
195,1,0
196,1,0
197,1,0
198,1,0
199,1,0
200,1,140
201,1,140
202,1,140
203,1,140
204,1,140
205,1,0
206,1,0
207,1,140
208,1,140
209,1,0
210,1,140
211,1,0
212,1,140
213,1,200
214,1,140
215,1,0
216,1,300
217,1,0
218,1,0
219,1,200
220,1,140
221,1,0
222,1,140
223,1,0
224,1,0
225,1,0
226,1,140
227,1,300
228,1,140
229,1,0
230,1,140
231,1,0
232,1,140
233,1,140
234,1,140
235,1,200
236,1,140
237,1,200
238,1,140
239,1,200
240,1,200
241,1,0
242,1,140
243,1,200
244,1,140
245,1,0
246,1,140
247,1,200
248,1,0
249,1,200
250,1,0
251,1,200
252,1,200
253,1,0
254,1,0
255,1,140
256,1,0
257,1,140
258,1,140
259,1,0
260,1,0
261,1,0
262,1,140
263,1,140
264,1,0
265,1,0
266,1,140
267,1,140
268,1,200
269,1,0
270,1,200
271,1,0
272,1,140
273,1,140
274,1,200
275,1,0
276,1,300
277,1,200
278,1,0
279,1,0
280,1,200
281,1,200
282,1,140
283,1,140
284,1,0
285,1,0
286,1,140
287,1,0
288,1,140
289,1,140
290,1,200
291,1,0
292,1,0
293,1,0
294,1,200
295,1,0
296,1,200
297,1,140
298,1,140
299,1,200
300,1,0
301,1,140
302,1,140
303,1,140
304,1,0
305,1,140
306,1,0
307,1,0
308,1,0
309,1,0
310,1,140
311,1,200
312,1,140
313,1,140
314,1,0
315,1,0
316,1,200
317,1,0
318,1,0
319,1,200
320,1,140
321,1,0
322,1,140
